carpark_id,name,latitude,longitude
A42,BLK 461/465 ANG MO KIO STREET 44,1.3665801816289644,103.85736389239304
A43,BLK 457/458/460 ANG MO KIO STREET 44,1.3659967355493308,103.85926727197639
A44,BLK 459/456 ANG MO KIO STREET 44,1.367205743273234,103.8589905085286
A45,BLK 570/578 ANG MO KIO STREET 51,1.370917693067466,103.85523049600965
A47,BLK 562/565/560 ANG MO KIO STREET 54,1.3705581670513376,103.85924660891077
A48,BLK 571/73 ANG MO KIO STREET 51,1.370371281457812,103.85465226092984
A49,BLK 555/559 ANG MO KIO STREET 54,1.3713296059549298,103.85779708766381
A50,BLK 548/552/556 ANG MO KIO STREET 54,1.3725224642422473,103.85760956795286
A51,BLK 252/253A ANG MO KIO STREET 21,1.3694707392934409,103.83437534502293
A52,BLK 701/716 ANG MO KIO AVENUE 3/6,1.3703854326512568,103.84692254711774
A52L,BLK 700B/ 700C ANG MO KIO AVENUE 3/6,1.369280633982194,103.84613433583942
A53,BLK 712A ANG MO KIO AVENUE 3/6,1.3708650227001158,103.84687730858236
A54,BLK 727/728 ANG MO KIO AVENUE 6,1.3724343595097768,103.8459153545853
A55,BLK 729/730 ANG MO KIO AVENUE 6/8,1.3731917741948454,103.84647485774163
A56,BLK 725/730 ANG MO KIO AVENUE 8,1.3726986757337116,103.84714621818317
A57,BLK 720/723 ANG MO KIO AVENUE 8,1.3720196104757487,103.84696416467047
A58,BLK 721/722 ANG MO KIO AVENUE 8,1.3723470075573316,103.84772411430865
A59,BLK 547/551 ANG MO KIO STREET 54,1.3738962214127315,103.85813978410101
A60,BLK 540/546 ANG MO KIO STREET 54,1.3744644954379837,103.85591341875042
A61,BLK 520/534/529 ANG MO KIO AVENUE 5/10,1.3741704461236193,103.8521600154717
A63,BLK 501/513/508 ANG MO KIO STREET 52/53,1.3752171305295215,103.84939908200639
A64,BLK 584/586 ANG MO KIO STREET 51,1.370534868701229,103.85346179745191
A65,BLK 558/560 ANG MO KIO STREET 54,1.371029158960116,103.85941720762452
A66,BLK 601/604/603 ANG MO KIO AVENUE 5,1.380544930908412,103.83566062297803
A67,BLK 605/612 ANG MO KIO AVENUE 4/5,1.3796863244461355,103.8378048893886
A68,BLK 620/624/626 ANG MO KIO STREET 61,1.3818976185660183,103.83985421482706
A69,BLK 623/625/627 ANG MO KIO STREET 61,1.3816414579421723,103.84194543574868
BJ1,BLK 130-140 CASHEW ROAD,1.3739566801241183,103.769323020166
A7,BLK 212/213 ANG MO KIO STREET 23,1.3683924870216928,103.84130175438848
A70,BLK 629/626 ANG MO KIO AVENUE 4,1.38062064114195,103.84010720676336
A71,BLK 628/632 ANG MO KIO STREET 61,1.3800090936953147,103.84074189671752
A72,BLK 633/640 ANG MO KIO STREET 61,1.3807609626573387,103.84353033817357
A73,BLK 641/645 ANG MO KIO STREET 61,1.378848189137787,103.84082469669583
A74,BLK 646/649 ANG MO KIO STREET 61,1.378651680283736,103.84380466372642
A75,BLK 177/182 ANG MO KIO AVENUE 4,1.3762021780623381,103.83868455774677
A76,BLK 613A ANG MO KIO AVENUE 4,1.377977111891701,103.8388348049752
A77,BLK 150/156 ANG MO KIO AVENUE 5,1.376353149352738,103.83997857029854
A78,BLK 157/163 ANG MO KIO AVENUE 4,1.3746947111453929,103.83838679093324
A8,BLK 209/210 ANG MO KIO STREET 22,1.3687560709932358,103.84330771146671
A81,BLK 170/172 ANG MO KIO STREET 13,1.3743555525255606,103.83647879468057
A82,BLK 173/176 ANG MO KIO AVENUE 4,1.37567492239482,103.83639865272241
A83,BLK 5022 TO 5095 ANG MO KIO INDUSTRIAL PARK 2,1.3743075596364955,103.8606965409108
A85,BLK 340 ANG MO KIO STREET 32,1.3651073779477731,103.84970936855954
A86,BLK 4001-4003/4026-4028/4033-4035 ANG MO KIO INDUSTRIAL PARK 1,1.3618848908307515,103.85652048735007
A87,BLK 462/463 ANG MO KIO STREET 44,1.36682635874641,103.8578842373726
A88,BLK 348 ANG MO KIO AVENUE 3,1.3662807156719192,103.84726652678953
A89,BLK 101/102 ANG MO KIO STREET 11,1.3704591830451702,103.83936784590809
A9,BLK 202/203 ANG MO KIO STREET 22,1.368074369978137,103.84439219780549
A90,BLK 625/627 ANG MO KIO STREET 61,1.382000689215116,103.84124722457109
A94,BLK 104C ANG MO KIO STREET 11,1.3718598268833164,103.83831596140111
A95,BLK 323A ANG MO KIO AVENUE 3,1.367518628007778,103.84780380928048
A98,BLK 259 ANG MO KIO AVENUE 2,1.3691643105963722,103.83185420964756
A99,BLK 181 ANG MO KIO AVENUE 5,1.3769852572551458,103.8372138919684
BA1,BLK 106 BIDADARI PARK DRIVE,1.333695408000663,103.87082697082691
BA10,BLK 213 BIDADARI PARK DRIVE,1.3429396955710726,103.87286725808723
BA11,BLK 119 ALKAFF CRESCENT,1.3366717479010495,103.87453227172983
BA2,BLK 117 ALKAFF CRESCENT,1.3369045733012843,103.87325519193966
BA3,BLK 101 BIDADARI PARK DRIVE,1.336271592542055,103.87132184474288
BA4,BLK 113 ALKAFF CRESCENT,1.3352592556272487,103.87294849581703
BA5,BLK 109 BIDADARI PARK DRIVE,1.3343396542004196,103.8726349098329
BA6,BLK 201 WOODLEIGH LINK,1.3402534868866134,103.87218551400757
BA7,BLK 206 WOODLEIGH LINK,1.3418207211438435,103.8721366903117
BA8,BLK 207 WOODLEIGH LINK,1.341761741787754,103.87147202648787
BA9,BLK 212 BIDADARI PARK DRIVE,1.3431283450586189,103.87591618487676
BBB,BLK 231 BRAS BASAH BASEMENT CAR PARK,1.2965800277256154,103.85366320640033
BBM1,BLK 188A BUKIT BATOK WEST AVENUE 6,1.3464366536863857,103.74538227425023
BBM2,BLK 628A BUKIT BATOK CENTRAL,1.3508670707092796,103.74988224837854
BBM3,BLK 289H BUKIT BATOK STREET 25,1.3445062832256525,103.75991777083932
BBM4,BLK 288H BUKIT BATOK STREET 25,1.3455506982843115,103.76017896379149
BBM5,BLK 290H BUKIT BATOK STREET 24,1.3432428850770304,103.75793361152391
BBM6,BLK 291F BUKIT BATOK STREET 24,1.3428596521147609,103.75505234517985
BBM7,BLK 154A BUKIT BATOK WEST AVENUE 8,1.3473553282589283,103.74369552195999
BBM8,BLK 622A BUKIT BATOK CENTRAL,1.349969284844801,103.74851052070362
BBM9,BLK 395A BUKIT BATOK WEST AVENUE 5,1.3658306352822938,103.75177182867142
BE10,BLKS 168-180 BISHAN STREET 13,1.3477410368330722,103.8532954079852
BE11,BLK 181-186 BISHAN STREET 13,1.3497794554538258,103.85304135503775
BE12,BLK 187-197 BISHAN STREET 13,1.3500135843193608,103.85096301847568
BE13,BLK 135A BISHAN STREET 12,1.3448855409177118,103.85152763920874
BE14,BLK 167A BISHAN STREET 13,1.34705912300086,103.85543169019624
BE15,BLK 152A BISHAN STREET 11,1.345162758491224,103.85483824803825
BE17,BISHAN PARK II,1.3630077482977778,103.84767846445094
BE18,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE,1.3583510906519656,103.83108616866849
BE19,BLK 503/504 BISHAN STREET 11,1.3488553698228036,103.84820175969944
BE20,BLK 505 BISHAN STREET 11,1.34889150352476,103.84866481348304
BE21,BLK 506/509 BISHAN STREET 11,1.3486246747246529,103.84904051876208
BE22,BLK 511/513 BISHAN STREET 13,1.349436593646741,103.84965495311533
BE23,BLK 514 BISHAN STREET 13,1.3500959071206409,103.8497629135689
BE24,BLK 201/206 BISHAN STREET 23,1.3553323098292838,103.84748284110552
BE25,BLK 207A BISHAN STREET 23,1.3551543675245774,103.84830892492698
BE26,BLK 207/212/216/217 BISHAN STREET 23,1.35589523545262,103.84845669941872
BE27,BLK 212A BISHAN STREET 23,1.3566562135466202,103.84863114624696
BE28,"BLK 213-215,218-227 BISHAN STREET 23",1.35792578374441,103.84805039220309
BE29,BLK 228-231 BISHAN STREET 23,1.3574527003474106,103.84590085114523
BE3,BLK 401-408 SIN MING AVENUE,1.36236382033242,103.83440656538825
BE3R,BLK 410A SIN MING AVENUE,1.3631857448141926,103.83547581122498
BE30,BLK 231A BISHAN STREET 23,1.3574639721486685,103.84644532993362
BE31,BLK 232-237 BISHAN STREET 22,1.3588668638092543,103.84609524349491
BE32,BLK 237A BISHAN STREET 22,1.3591710155830503,103.84667247515071
BE33,BLK 238-245 BISHAN STREET 22,1.3601707004676906,103.84482006190818
BE34,BLK 246A BISHAN STREET 22,1.3609610362378035,103.8436216081292
BE35,BLK 246-256 BISHAN STREET 22,1.3614206825630568,103.84308446006825
BE36,BLK 278-281 BISHAN STREET 24,1.3574951697204816,103.84453538273506
BE37,BLK 282 BISHAN STREET 22,1.3580079412271258,103.84442083770382
BE38,BLK 283/284 BISHAN STREET 22,1.3588986300125845,103.84456648767798
BE39,BLK 263A BISHAN STREET 22,1.359196401814309,103.84197133762791
BE4,BLK 101-116 BISHAN STREET 12,1.3464955373934115,103.84837778261435
BE40,BLK 268A BISHAN STREET 24,1.357311177642308,103.84264015136279
BE42,BLK 290A BISHAN STREET 24,1.3555617806229023,103.84454814694604
BE44,BLK 448A BRIGHT HILL DRIVE,1.3578308220309556,103.8316301438792
BE45,BLK 275 BISHAN STREET 24,1.3563083436627226,103.843673799586
BE5,BLK 117-134 BISHAN STREET 12,1.346177376327494,103.85096106346887
BE6,BLK 135/138 BISHAN STREET 12,1.3447482141025904,103.85188334257242
BE7,BLK 139-144 BISHAN STREET 12,1.3450046991490203,103.85302289077154
BE8,"BLK 145-150A, 151 BISHAN STREET 11",1.3444363922391018,103.85531480784495
BE9,BLK 153-167 BISHAN STREET 13,1.3471702615089867,103.85618277394822
BH1,BLK 1 THOMSON ROAD,1.3249913646328706,103.84245992582508
BH2,BLK 2 BALESTIER ROAD,1.3260459729073217,103.84276130300171
BJAL,BLK 517 - 519 JELAPANG ROAD,1.3879463629794184,103.76597168318806
BJBL,BLK 533 - 534 BUKIT PANJANG RING ROAD,1.3839745646274244,103.76388026052355
BJMP,BLK 259B BANGKIT ROAD,1.3777664235348246,103.77351523338442
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,1.3789392866308572,103.77065516676869
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,1.3807636871101439,103.77187994356325
BJ12,BLK 246-255 BANGKIT ROAD,1.3802532628105817,103.77448858908413
BJ13,BLK 270-277 BANGKIT ROAD,1.3770036224850966,103.7747788017754
BJ14,BLK 257 BANGKIT ROAD,1.3789869377958193,103.77352906342188
BJ15,BLK 259A BANGKIT ROAD,1.3774944817505004,103.77378188713287
BJ16,BLK 259A BANGKIT ROAD,1.3775065165718812,103.77362031087529
BJ17,BLK 401A FAJAR ROAD,1.3812502325627383,103.76894572813356
BJ18,BLK 401-408 FAJAR ROAD,1.3809699699980773,103.76811152657707
BJ19,BLK 409-419 FAJAR ROAD,1.3840337588241158,103.76838389812862
BJ2,BLK 141-151 GANGSA ROAD/PETIR ROAD,1.3761350307538107,103.76666134027609
BJ20,BLK 420-426 FAJAR ROAD,1.3860579471811627,103.7697816793337
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,1.385944779998901,103.77067200118962
BJ22,BLK 256/257/260 BANGKIT ROAD,1.3782937079787805,103.77350310387159
BJ23,BLK 258 BUKIT PANJANG RING ROAD,1.3776345511753285,103.77295108931864
BJ24,BLK 436-441 FAJAR ROAD,1.383267483822887,103.77046826752341
BJ25,BLK 453A FAJAR ROAD,1.384899130104688,103.77172518427912
BJ26,BLK 449A BUKIT PANJANG RING ROAD,1.3837968809199812,103.77270516995488
BJ27,BLK 442A FAJAR ROAD,1.3826405383885652,103.77095043939005
BJ28,BLK 170A LOMPANG ROAD,1.378924834192695,103.76554600407248
BJ29,BLK 505A JELAPANG ROAD,1.3849380921344543,103.76768309160978
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,1.3773101941380146,103.76937734296405
BJ30,BLK 510A JELAPANG ROAD,1.3870292824106292,103.76897932907691
BJ31,BLK 513A JELAPANG ROAD,1.3879388940244703,103.76747797804018
BJ32,BLK 518A JELAPANG ROAD,1.3865639857228267,103.7669356490397
BJ33,BLK 234A BUKIT PANJANG RING ROAD,1.3791195021651272,103.77201112714418
BJ34,BLK 517A JELAPANG ROAD,1.3877960606883657,103.76651781167334
BJ35,BLK 521A JELAPANG ROAD,1.3870414895407563,103.76591367064563
BJ36,BLK 525A JELAPANG ROAD,1.386270399087047,103.76533871621282
BJ37,BLK 529A JELAPANG ROAD,1.3854321020503517,103.7646848754348
BJ38,BLK 533A BUKIT PANJANG RING ROAD,1.3851366908698435,103.76342664649424
BJ39,BLK 537A BUKIT PANJANG RING ROAD,1.384231797723518,103.76286006929934
BJ4,BLK 219/233 PETIR ROAD,1.3755313767854005,103.77225793527451
BJ40,BLK 541A BUKIT PANJANG RING ROAD,1.3828257877526826,103.76290164919297
BJ41,BLK 152A GANGSA ROAD,1.3755120500520899,103.76545448390729
BJ42,BLK 163A GANGSA ROAD,1.3769212779575684,103.76428644466128
BJ43,BLK 603A SENJA ROAD,1.3817204459821768,103.7616776126488
BJ44,BLK 177A LOMPANG ROAD,1.380648941115931,103.76498679347878
BJ45,BLK 180A LOMPANG ROAD,1.378687961396443,103.76500878091201
BJ48,BLK 651A SENJA LINK,1.387185789827295,103.76460302573554
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,1.3848974600068844,103.76148675340289
BJ5,BLK 225A PETIR ROAD MSCP,1.374991553181362,103.7730772236165
BJ50,BLK 468A SEGAR ROAD,1.388183997698609,103.77368892264833
BJ51,BLK 181A JELEBU ROAD,1.3793984087079159,103.76346427312731
BJ52,BLK 185A JELEBU ROAD,1.3791133613234363,103.76263790594507
BJ53,BLK 480A SEGAR ROAD,1.3898028076418842,103.77193206988431
BJ54,BLK 476A SEGAR ROAD,1.3890478094024736,103.77350010545896
BJ55,BLK 625A SENJA ROAD,1.3862829447414404,103.76077695178864
BJ56,BLK 629A SENJA ROAD,1.3858912160470138,103.75894983505414
BJ57,BLK 628 SENJA ROAD,1.3852512028457102,103.76017044837701
BJ58,BLK 455A SEGAR ROAD,1.387524429768434,103.77127261757693
BJ59,BLK 488A SEGAR ROAD,1.3898650835437827,103.77126415842302
BJ6,BLK 217A PETIR ROAD MSCP,1.3741714064009982,103.77440629700938
BJ60,BLK 547 SEGAR ROAD,1.3883210041492482,103.76951901080174
BJ61,BLK 548 SEGAR ROAD,1.3890048643870951,103.76779289976677
BJ62,BLK 454 FAJAR ROAD,1.3842686253745766,103.77139632201656
BJ63,BLK 443 FAJAR ROAD,1.381315510557872,103.77029114340532
BJ65,BLK 632 SENJA ROAD,1.3847041571560281,103.75876137706041
BJ66,BLK 634 SENJA ROAD,1.3862485761850714,103.75770261335524
BJ67,BLK 636 SENJA ROAD,1.3873499559694629,103.75798290360115
BJ68,BLK 422A FAJAR ROAD,1.3853817252275487,103.76997021493003
BJ69,BLK 643 SENJA CLOSE,1.3878519593287,103.76307279280742
BJ70,BLK 646 SENJA CLOSE,1.3895479102849915,103.76377023174244
BJ71,BLK 642 SENJA CLOSE,1.387001705289471,103.76191703245868
BJ72,BLK 638 SENJA CLOSE,1.3888778457850932,103.76087204278889
BJ8,BLK 201/218 PETIR ROAD,1.374699730825973,103.77359583708764
BKE1,BLK 668 CHANDER ROAD,1.3078189305831875,103.85159633923459
BKE2,BLK 681/682 RACE COURSE ROAD,1.314128096949689,103.85547996378321
BKE3,BLK 682/683 RACE COURSE ROAD,1.3144152298359464,103.85580084662912
BKE4,BLK 684/685 RACE COURSE ROAD,1.3144503701412036,103.85684097167238
BKE7,BLK 678 PERUMAL ROAD,1.3126129574907273,103.85532195310904
BKE9,BLK 668 CHANDER ROAD,1.307337212647674,103.85146379729117
BKRM,BLK 6A BOON KENG ROAD,1.3172763032697585,103.86136809519917
BLM,BLK 10 BENDEMEER ROAD,1.315506440163754,103.86095873270096
BL10,BLK 188/191 BOON LAY DRIVE,1.3437618406573566,103.7114251379433
BL13,BLK 198/206 BOON LAY DRIVE,1.3446925875203746,103.71503519763277
BL15,BLK 257A BOON LAY DRIVE,1.3459715197541606,103.70756220303522
BL17,BLK 268 BOON LAY DRIVE,1.347871241447772,103.70774069535429
BL18,BLK 208A BOON LAY PLACE,1.3465495557125742,103.71442382780674
BL19,BLK 212A BOON LAY PLACE,1.3487772809984742,103.71334566358098
BL20,180 BOON LAY DRIVE,1.3480982543721136,103.70817527684127
BL21,183 BOON LAY AVENUE,1.3492568430818903,103.70937375465293
BL22,BLK 196 BOON LAY DRIVE,1.3425435059718924,103.71374987824363
BL23,BLK 216 BOON LAY AVENUE,1.349560588526671,103.7115798120472
BL24,BLK 237 BOON LAY DRIVE,1.341157056555126,103.71017592127583
BL3,BLK 174/179 BOON LAY DRIVE,1.3468747076130891,103.70923455522795
BL8,BLK 221 BOON LAY PLACE,1.3454251335374907,103.71339091636743
BL8L,BLK 221 BOON LAY PLACE,1.346224586311344,103.71206380535853
BL9,BLK 185/187 BOON LAY AVENUE,1.3458708704867641,103.71071997502995
BMVM,BLK 126A BUKIT MERAH VIEW,1.2846262894692324,103.82312918959744
BM1,BLK 28 JALAN BUKIT MERAH,1.2863026958403303,103.80957147714517
BM10,BLK 56/57 LENGKOK BAHRU,1.288095999047967,103.81406981706961
BM12,BLK 55 LENGKOK BAHRU,1.2876720320682562,103.81327487237816
BM13,BLK 44/47 LENGKOK BAHRU,1.2868982043967914,103.8121918066441
BM14,BLK 34-36 JALAN RUMAH TINGGI,1.2890407366150354,103.80884793932923
BM19,BLK 88/89 REDHILL CLOSE,1.2857124480254343,103.81870264853309
BM2,BLK 28 HOY FATT ROAD,1.2868507679834986,103.80995307226117
BM20,BLK 89/90 REDHILL CLOSE,1.2852472955170589,103.81876020804593
BM26,BLK 1/3/5 JALAN BUKIT MERAH,1.287291542584285,103.80742676873176
BM27,BLK 115/116 BUKIT MERAH CENTRAL,1.284059569899441,103.8147829578236
BM28,"BLK 117, 161 BUKIT MERAH CENTRAL",1.283999331207603,103.81582316670986
BM29,BLK 163 BUKIT MERAH CENTRAL,1.2836347060925148,103.81709921259939
BM3,BLK 49/50 HOY FATT ROAD,1.2877077662690248,103.81152776946885
BM30,BLK 164/165 BUKIT MERAH CENTRAL,1.2832343332565201,103.81673344232469
BM31,BLK 119 BUKIT MERAH CENTRAL,1.2824491300655394,103.81657502600684
BM33,BLKS 167-169 JALAN BUKIT MERAH,1.2827478727093367,103.8186510524157
BM36,JALAN BUKIT MERAH,1.282805821517796,103.81785799712053
BM4,BLK 35A JALAN RUMAH TINGGI,1.287667284248734,103.80895514473973
BM5,BLKS 8/10 JALAN RUMAH TINGGI,1.2884315560634259,103.80761950142183
BM6,BLK 61 LENGKOK BAHRU,1.2895333905500685,103.81376449901636
BM9,BLK 58/59 LENGKOK BAHRU,1.289097998572853,103.81435801840551
BP1,BLK 101/109 BUKIT PURMEI ROAD,1.2727949460019137,103.82487004638574
BP2,BLK 110/115 BUKIT PURMEI ROAD,1.2740916912710787,103.82700432828145
BRBL,BLK 665 BUFFALO ROAD LOADING/UNLOADING BAYS,1.3065968942240511,103.85070749100281
BRB1,BLK 665 BUFFALO ROAD BASEMENT CAR PARK,1.306066749235351,103.85058597863122
BRM,BLK 39 BENDEMEER ROAD,1.3207472024589326,103.86617287009001
BRM1,BLK 112A WHAMPOA ROAD,1.3264854877042744,103.85672896311362
BRM2,BLK 32A JALAN BAHAGIA,1.325974060292105,103.85768389140547
BRM3,BLK 98A WHAMPOA DRIVE,1.3215277953752598,103.85465630079302
BRM4,BLK 85A WHAMPOA DRIVE,1.32273032442989,103.85607403368186
BRM5,BLK 19A JALAN TENTERAM,1.3275174489494819,103.859430626855
BRM6,BLK 116 JALAN TENTERAM,1.3277831137966836,103.86119338936605
BRM7,BLK 78A LORONG LIMAU,1.3243738973722452,103.85540203296401
BR10,BLK 90 WHAMPOA DRIVE,1.3230185394991725,103.85450430527487
BR11,BLKS 27-30 & 32-33 JALAN BAHAGIA,1.3262618386843101,103.85896437723326
BR12,BLKS 34/35 JALAN BAHAGIA,1.3272150796002635,103.85771827055758
BR14,BLK 20 JALAN TENTERAM,1.325955650724791,103.85998347830004
BR18,BLK 111A SAINT MICHAEL BUS TERMINAL,1.3262698248738702,103.8557497426465
BR21,BLK 41/47 JALAN BAHAGIA,1.327259362316204,103.85664071614075
BR22,BLK 61/62 JALAN MA'MOR,1.32834641915005,103.85759288738568
BR4,BLK 81/89 WHAMPOA DRIVE,1.3235772596397843,103.85542137806341
BR5,BLK 74/75 WHAMPOA DRIVE,1.324908970644259,103.85819063929866
BR6,BLK 92 WHAMPOA DRIVE,1.3230388252880447,103.85353576307051
BR8,BLK 76/77 LORONG LIMAU,1.3251600110203334,103.85455834180877
BR9,BLK 69 MOULMEIN ROAD,1.3189625696233347,103.8507430871221
BTM,BLK 2B BOON TIONG ROAD,1.2867839238665058,103.8332897478355
BTM2,BLK 8C BOON TIONG ROAD,1.286963082194043,103.82964101237133
BTM3,BLK 11A BOON TIONG ROAD,1.2863112198549294,103.82869825504923
BVM2,BLK 129A BUKIT MERAH VIEW,1.283492802887912,103.8233756624964
BWM,BLK 2A JALAN BUKIT MERAH,1.2869280256342557,103.80670138529173
B10,BLK 404/413 BEDOK NORTH AVENUE 3,1.3290283308949447,103.93370774408997
B10M,BLK 431 BEDOK NORTH ROAD,1.3292101478885272,103.93252399987297
B11,BLK 416/418 BEDOK NORTH AVENUE 2,1.32834200532456,103.93039617992274
B12,BLK 420/421 BEDOK NORTH STREET 1,1.3275983686830186,103.92787851961256
B13,BLK 414/425 BEDOK NORTH ROAD,1.3296532168537087,103.929763771966
B14,BLK 412/413 BEDOK NORTH AVENUE 2,1.3291590929262413,103.93144509494518
B16,"BLKS 59, 62-65 NEW UPPER CHANGI ROAD",1.3235011178756269,103.94055949192419
B17,BLK 52/57 NEW UPPER CHANGI ROAD,1.324217738006363,103.94185716126566
B19,"BLK 36-44, 60 BEDOK SOUTH ROAD",1.321924546005149,103.94096096793415
B20,BLK 67/73 BEDOK SOUTH ROAD,1.3197997144802687,103.94342037708827
B21,BLK 74/82 BEDOK NORTH ROAD,1.3281779629096138,103.94104648719063
B23L,BLK 187 BEDOK NORTH STREET 4,1.330443473364623,103.93980899840454
