ID,category,rate_day,open_ind,rate_first,rate_subsequent,duration_minutes_first,rate_type_sub,duration_minutes_sub,time_start_standardized,time_end_standardized,source_sys,carpark,carpark_code,vehicle_category,rate_type_first,short_term_parking,free_parking,night_parking
0,"Central, North & North East",weekdays_1,TRUE,$1.30 ,,30,,,12:00 AM,11:59 PM,lta,25 Toa Payoh Lorong 8,,All,,,,
1,"Central, North & North East",weekdays_1,TRUE,$0.02 ,,1,,,12:00 AM,11:59 PM,lta,45 Burghley Drive,,All,,,,
2,"Central, North & North East",weekdays_1,TRUE,$1.20 ,,60,,,12:00 AM,11:59 PM,lta,Ang Mo Kio Hub,,All,,,,
3,"Central, North & North East",weekdays_1,TRUE,$1.12 ,,60,,,12:00 AM,11:59 PM,lta,Balestier Plaza,,All,,,,
4,"Central, North & North East",weekdays_1,TRUE,$1.20 ,,60,,,8:00 AM,10:00 PM,lta,Balestier Point,,All,,,,
5,"Central, North & North East",weekdays_1,TRUE,$1 ,,30,,,7:00 AM,5:00 PM,lta,Bras Basah Complex,,All,,,,
6,"Central, North & North East",weekdays_1,TRUE,$1.20 ,$0.60 ,60,sub 30 mins,30,7:00 AM,10:30 PM,lta,Causeway Point,,All,,,,
7,"Central, North & North East",weekdays_1,TRUE,$1.80 ,$0.85 ,60,per 30 mins,30,12:00 AM,11:59 PM,lta,Central Place,,All,,,,
8,"Central, North & North East",weekdays_1,TRUE,$1.20 ,$0.60 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,City Square Mall,,All,,,,
9,"Central, North & North East",weekdays_1,TRUE,$1.20 ,$0.60 ,60,sub 30 mins,30,7:00 AM,11:00 PM,lta,Compass Point,,All,,,,
10,"Central, North & North East",weekdays_1,TRUE,$1.60 ,$1 ,60,sub 30 mins,30,7:00 AM,5:30 PM,lta,Goldhill Plaza,,All,,,,
11,"Central, North & North East",weekdays_1,TRUE,$1 ,,60,,,7:00 AM,10:30 PM,lta,Heartland Mall,,All,,,,
12,"Central, North & North East",weekdays_1,TRUE,$0.50 ,,30,,,7:00 AM,7:00 AM,lta,Hindoo Road Off-Street,,All,,,,
13,"Central, North & North East",weekdays_1,TRUE,$1.07 ,$0.55 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Hougang Green Shopping Mall,,All,,,,
14,"Central, North & North East",weekdays_1,TRUE,$1.20 ,$0.70 ,60,per 30 mins,30,12:00 AM,11:59 PM,lta,Hougang Mall,,All,,,,
15,"Central, North & North East",weekdays_1,TRUE,$0.40 ,,30,,,5:00 AM,5:00 PM,lta,Hougang Plaza,,All,,,,
335,South & CBD,weekdays_1,TRUE,$2.20 ,$1.10 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Suntec City,1,All,,,,
17,"Central, North & North East",weekdays_1,TRUE,$0.50 ,,30,,,7:00 AM,7:00 AM,lta,Kampong Bugis Off-Street,,All,,,,
18,"Central, North & North East",weekdays_1,TRUE,$0.50 ,,30,,,7:00 AM,7:00 AM,lta,Kampong Kapor Road Off-Street,,All,,,,
19,"Central, North & North East",weekdays_1,TRUE,$2 ,,60,,,12:00 AM,11:59 PM,lta,Mustafa Centre,,All,,,,
20,"Central, North & North East",weekdays_1,TRUE,$1.30 ,,60,,,12:00 AM,11:59 PM,lta,Nex Mall,,All,,,,
21,"Central, North & North East",weekdays_1,TRUE,$1.20 ,$0.80 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Northpoint Shopping Centre,,All,,,,
22,"Central, North & North East",weekdays_1,TRUE,$1.13 ,,30,,,8:01 AM,6:00 PM,lta,Parliament House,,All,,,,
23,"Central, North & North East",weekdays_1,TRUE,$1.60 ,,60,,,6:00 AM,6:00 PM,lta,Ramada Hotel,,All,,,,
24,"Central, North & North East",weekdays_1,TRUE,$1.28 ,$0.64 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Rivervale Mall,,All,,,,
25,"Central, North & North East",weekdays_1,TRUE,$1.20 ,$0.32 ,60,sub 15 mins,15,12:00 AM,11:59 PM,lta,Sembawang Shopping Centre,,All,,,,
26,"Central, North & North East",weekdays_1,TRUE,$1.04 ,$0.53 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Shaw Plaza,,All,,,,
27,"Central, North & North East",weekdays_1,TRUE,$0.50 ,,30,,,7:00 AM,7:00 AM,lta,Shrewsbury Road Off-Street,,All,,,,
28,"Central, North & North East",weekdays_1,TRUE,$1.60 ,$0.80 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Square 2,,All,,,,
29,"Central, North & North East",weekdays_1,TRUE,$1.20 ,$0.65 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Sun Plaza,,All,,,,
30,"Central, North & North East",weekdays_1,TRUE,$1.60 ,,60,,,7:00 AM,5:00 PM,lta,The Verge,,All,,,,
31,"Central, North & North East",weekdays_1,TRUE,$1 ,$0.60 ,60,sub 30 mins,30,7:00 AM,12:00 AM,lta,Thomson Plaza,,All,,,,
32,"Central, North & North East",weekdays_1,TRUE,$0.50 ,,30,,,7:00 AM,6:00 PM,lta,Toa Payoh HDB Hub,,All,,,,
33,"Central, North & North East",weekdays_1,TRUE,$2.20 ,$1.10 ,60,sub 60 mins,60,7:00 PM,6:00 PM,lta,United Square Shopping Mall,,All,,,,
34,"Central, North & North East",weekdays_1,TRUE,$1.60 ,$0.80 ,60,sub 30 mins,30,6:00 AM,6:00 PM,lta,Velocity @ Novena Square,,All,,,,
35,"Central, North & North East",weekdays_1,TRUE,$0.02 ,,1,,,7:00 AM,10:30 PM,lta,Yishun YS-ONE,,All,,,,
36,East,weekdays_1,TRUE,$0.54 ,$0.16 ,60,sub 15 mins,15,6:00 AM,9:59 AM,lta,112 Katong,,All,,,,
37,East,weekdays_1,TRUE,$1.07 ,$0.27 ,60,sub 15 mins,15,10:00 AM,5:59 PM,lta,112 Katong,,All,,,,
669,South & CBD,weekdays_2,TRUE,$2.20 ,,9999,,,5:00 PM,12:00 AM,lta,Suntec City,1,All,,,,
39,East,weekdays_1,TRUE,$1.20 ,$0.70 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Bedok Point,,All,,,,
40,East,weekdays_1,TRUE,$1.07 ,$0.32 ,60,per 15 mins,15,3:01 AM,6:00 PM,lta,Century Square,,All,,,,
41,East,weekdays_1,TRUE,$0.04 ,,1,,,12:00 AM,11:59 PM,lta,Changi Airport - South Car Park (between T2 and JetQuay),,All,,,,
42,East,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,Changi Airport - South Car Park (between T2 and JetQuay),,All,,,,
43,East,weekdays_1,TRUE,$0.04 ,,1,,,12:00 AM,11:59 PM,lta,"Changi Airport - T1, T2, T3",,All,,,,
44,East,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,"Changi Airport - T1, T2, T3",,All,,,,
45,East,weekdays_1,TRUE,$0.70 ,,30,,,7:01 AM,6:00 PM,lta,Changi City Point,,All,,,,
46,East,weekdays_1,TRUE,$2 ,$1.50 ,60,sub 60 mins,60,8:00 AM,6:00 PM,lta,Changi Village Hotel,,All,,,,
47,East,weekdays_1,TRUE,$1.10 ,$0.70 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,City Plaza,,All,,,,
48,East,weekdays_1,TRUE,$0.02 ,,1,,,12:00 AM,11:59 PM,lta,D'Resort,,All,,,,
49,East,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,D'Resort,,All,,,,
50,East,weekdays_1,TRUE,$0.02 ,,1,,,12:00 AM,11:59 PM,lta,Downtown East,,All,,,,
51,East,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,Downtown East,,All,,,,
52,East,weekdays_1,TRUE,$0.50 ,,,,,7:00 AM,7:00 AM,lta,East Coast Park E1/E2/E3 Off-Street,,All,,,,
53,East,weekdays_1,TRUE,$1.20 ,$0.30 ,60,sub 15 mins,15,12:00 AM,11:59 PM,lta,Eastpoint Mall,,All,,,,
54,East,weekdays_1,TRUE,$1.60 ,,60,,,12:00 AM,11:59 PM,lta,Grand Mecure Roxy Hotel,,All,,,,
55,East,weekdays_1,TRUE,$0 ,,9999,,,7:00 AM,11:00 PM,lta,IKEA (Tampines),,All,,,,
56,East,weekdays_1,TRUE,$1 ,,60,,,7:00 AM,6:00 PM,lta,Katong Shopping Centre,,All,,,,
57,East,weekdays_1,TRUE,$2.20 ,,60,,,8:00 AM,6:00 PM,lta,Katong Village,,All,,,,
58,East,weekdays_1,TRUE,$0.90 ,,30,,,6:00 AM,5:59 PM,lta,Lifelong Learning Institute,,All,,,,
59,East,weekdays_1,TRUE,,,,,,6:00 AM,11:59 PM,lta,Lifelong Learning Institute,,All,,,,
60,East,weekdays_1,TRUE,$0.60 ,,30,,,8:00 AM,5:00 PM,lta,Paramount Hotel,,All,,,,
61,East,weekdays_1,TRUE,$1 ,$0.40 ,60,sub 30 mins,30,6:00 AM,6:00 PM,lta,Parkway Parade,,All,,,,
62,East,weekdays_1,TRUE,$1.20 ,$1.40 ,60,sub 60 mins,60,7:00 AM,6:00 PM,lta,Roxy Square,,All,,,,
63,East,weekdays_1,TRUE,$3.20 ,$1.50 ,120,sub 30 mins,30,12:00 AM,11:59 PM,lta,Singapore Expo,,All,,,,
64,East,weekdays_1,TRUE,$1.60 ,$1.00 ,60,,,7:00 AM,5:00 PM,lta,Singapore Post Centre,,All,,,,
65,East,weekdays_1,TRUE,$1.07 ,,60,,,12:00 AM,11:59 PM,lta,Tampines 1,,All,,,,
66,East,weekdays_1,TRUE,$0.55 ,,30,,,12:00 AM,11:59 PM,lta,Tampines 1,,All,,,,
67,East,weekdays_1,TRUE,$0.35 ,,15,,,2:00 AM,,lta,Tampines 1,,All,,,,
68,East,weekdays_1,TRUE,$1 ,$0.50 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Tampines Junction,,All,,,,
670,South & CBD,weekdays_2,TRUE,$1.10 ,,60,,,12:00 AM,7:00 AM,lta,Suntec City,1,All,,,,
70,East,weekdays_1,TRUE,$1 ,,30,,,8:00 AM,5:00 PM,lta,Tampines Plaza (Compaq Centre),,All,,,,
71,East,weekdays_1,TRUE,$0.70 ,,30,,,7:00 AM,10:00 PM,lta,Telepark,,All,,,,
72,East,weekdays_1,TRUE,$1.20 ,$1.20 ,60,first 120 mins,120,7:00 AM,7:00 PM,lta,White Sands Shopping Centre,,All,,,,
73,Hotels,weekdays_1,TRUE,$2 ,,30,,,8:00 AM,4:59 PM,lta,Amara Hotel,,All,,,,
74,Hotels,weekdays_1,TRUE,$1 ,,30,,,8:30 AM,5:00 PM,lta,Berjaya Hotel,,All,,,,
75,Hotels,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Carlton Hotel,,All,,,,
76,Hotels,weekdays_1,TRUE,$2 ,$1.50 ,60,sub 60 mins,60,8:00 AM,6:00 PM,lta,Changi Village Hotel,,All,,,,
1094,South & CBD,saturday_1,TRUE,$1.10 ,,60,,,12:00 AM,11:59 PM,lta,Suntec City,1,All,,,,
78,Hotels,weekdays_1,TRUE,$3.30 ,$1.10 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Conrad Centennial Hotel,,All,,,,
79,Hotels,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,7:00 AM,12:00 AM,lta,Copthorne King's Hotel,,All,,,,
80,Hotels,weekdays_1,TRUE,$1.50 ,$1 ,60,sub 60 mins,60,8:00 AM,5:00 PM,lta,Copthorne Orchid Hotel,,All,,,,
81,Hotels,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Elizabeth Hotel,,All,,,,
82,Hotels,weekdays_1,TRUE,$6 ,$3 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Four Seasons Hotel,,All,,,,
83,Hotels,weekdays_1,TRUE,$1.40 ,$1.50 ,30,sub 30 mins,30,5:00 AM,5:00 PM,lta,Furama City Centre Singapore,,All,,,,
84,Hotels,weekdays_1,TRUE,$1 ,,30,,,7:00 AM,5:00 PM,lta,Furama Riverfront Singapore,,All,,,,
85,Hotels,weekdays_1,TRUE,$3.30 ,$1.10 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,"The Ritz Carlton, Millenia Singapore",,All,,,,
86,Hotels,weekdays_1,TRUE,$3 ,$1 ,60,sub 30 mins,30,12:00 PM,2:00 PM,lta,Gallery Hotel,,All,,,,
87,Hotels,weekdays_1,TRUE,$3 ,$1 ,60,sub 30 mins,30,2:01 PM,6:00 PM,lta,Gallery Hotel,,All,,,,
88,Hotels,weekdays_1,TRUE,$4 ,$2 ,60,sub 30 mins,30,8:00 AM,6:00 PM,lta,Goodwood Park Hotel,,All,,,,
89,Hotels,weekdays_1,TRUE,$3.75 ,$2.14 ,60,sub 60 mins,60,7:00 AM,5:00 PM,lta,Grand Copthorne Waterfront Hotel,,All,,,,
90,Hotels,weekdays_1,TRUE,$3.21 ,$1.07 ,60,sub 30 mins,30,4:00 AM,4:59 PM,lta,Grand Hyatt Hotel,,All,,,,
91,Hotels,weekdays_1,TRUE,$1.60 ,,60,,,12:00 AM,11:59 PM,lta,Grand Mercure Roxy Hotel,,All,,,,
92,Hotels,weekdays_1,TRUE,$1.32 ,,30,,,7:00 AM,5:00 PM,lta,Grand Pacific Hotel (Formerly Allson Hotel),,All,,,,
93,Hotels,weekdays_1,TRUE,$3.28 ,$1.55 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Grand Park City Hall Hotel,,All,,,,
94,Hotels,weekdays_1,TRUE,$3.50 ,$1.50 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Grand Park Orchard,,All,,,,
95,Hotels,weekdays_1,TRUE,$7 ,,60,,,8:00 AM,6:00 PM,lta,Hilton Hotel,,All,,,,
96,Hotels,weekdays_1,TRUE,$1.80 ,,60,,,7:00 AM,5:00 PM,lta,Holiday Inn Atrium,,All,,,,
97,Hotels,weekdays_1,TRUE,$3 ,,30,,,12:00 AM,11:59 PM,lta,Holiday Inn Express Singapore,,All,,,,
98,Hotels,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Holiday Inn Singapore Orchard City Centre,,All,,,,
99,Hotels,weekdays_1,TRUE,$1.07 ,$0.37 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Inter-continental Hotel,,All,,,,
100,Hotels,weekdays_1,TRUE,$3.00 ,$1.50 ,180,sub 30 mins,30,6:30 AM,6:30 PM,lta,"klapsons, The Boutique Hotel",,All,,,,
101,Hotels,weekdays_1,TRUE,$1.90 ,$1.07 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Landmark Village Hotel (Formally Golden Landmark Hotel),,All,,,,
102,Hotels,weekdays_1,TRUE,$1.50 ,,30,,,7:00 AM,6:00 PM,lta,M Hotel,,All,,,,
103,Hotels,weekdays_1,TRUE,$3.50 ,$1.20 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Mandarin Orchard Singapore,,All,,,,
104,Hotels,weekdays_1,TRUE,$2.20 ,$1.10 ,120,per 30 mins,30,7:00 AM,5:00 PM,lta,Mandarin Oriental Hotel,,All,,,,
105,Hotels,weekdays_1,TRUE,$6 ,$1 ,60,sub 60 mins,60,7:00 AM,7:00 PM,lta,Marina Bay Sands,,All,,,,
106,Hotels,weekdays_1,TRUE,$2.20 ,$1.10 ,120,per 30 mins,30,7:00 AM,5:00 PM,lta,Marina Mandarin Hotel,,All,,,,
107,Hotels,weekdays_1,TRUE,$1.07 ,,60,,,7:00 AM,5:00 PM,lta,Novotel Clarke Quay,,All,,,,
108,Hotels,weekdays_1,TRUE,$2.50 ,,30,,,7:00 AM,6:00 PM,lta,One Fullerton,,All,,,,
109,Hotels,weekdays_1,TRUE,$2.50 ,,60,,,7:00 AM,5:00 PM,lta,Orchard Grand Court Hotel,,All,,,,
110,Hotels,weekdays_1,TRUE,$5 ,$1.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Orchard Hotel Shopping Arcade,,All,,,,
111,Hotels,weekdays_1,TRUE,$4 ,$1.50 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Orchard Parade Hotel,,All,,,,
112,Hotels,weekdays_1,TRUE,$2.20 ,$1.10 ,120,per 30 mins,30,7:00 AM,5:00 PM,lta,Pan Pacific Hotel,,All,,,,
113,Hotels,weekdays_1,TRUE,$4 ,$1.50 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Pan Pacific Orchard,,All,,,,
114,Hotels,weekdays_1,TRUE,$0.60 ,,30,,,8:00 AM,5:00 PM,lta,Paramount Hotel,,All,,,,
115,Hotels,weekdays_1,TRUE,$2.50 ,$1.50 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,PARKROYAL on Beach Road,,All,,,,
116,Hotels,weekdays_1,TRUE,$2.60 ,$1.50 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Peninsula Excelsior Hotel,,All,,,,
117,Hotels,weekdays_1,TRUE,$3 ,$1.50 ,30,sub 30 mins,30,12:00 AM,6:00 PM,lta,Raffles Hotel,,All,,,,
118,Hotels,weekdays_1,TRUE,$1.60 ,,60,,,6:00 AM,6:00 PM,lta,Ramada Hotel,,All,,,,
119,Hotels,weekdays_1,TRUE,$5 ,$2.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Regent Hotel,,All,,,,
120,Hotels,weekdays_1,TRUE,$3.20 ,$1.60 ,120,sub 60 mins,60,12:00 AM,11:59 PM,lta,Rendezvous Hotel,,All,,,,
121,Hotels,weekdays_1,TRUE,$4 ,$1.50 ,60,sub 30 mins,30,8:00 AM,6:00 PM,lta,Royal Plaza On Scotts,,All,,,,
122,Hotels,weekdays_1,TRUE,$6 ,$2 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Shangri-la Hotel,,All,,,,
123,Hotels,weekdays_1,TRUE,$4 ,$2 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Sheraton Towers Hotel,,All,,,,
124,Hotels,weekdays_1,TRUE,$0.05 ,$3 ,1,per 60 mins,60,6:00 AM,6:00 PM,lta,Singapore Marriott Hotel,,All,,,,
125,Hotels,weekdays_1,TRUE,$4.50 ,$1.50 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Swissotel Merchant Court Hotel,,All,,,,
126,Hotels,weekdays_1,TRUE,$2 ,$0.50 ,60,sub 15 mins,15,8:00 AM,5:00 PM,lta,Swissotel Stamford Hotel,,All,,,,
127,West,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,Sunshine Place,,All,,,,
128,Hotels,weekdays_1,TRUE,$2.40 ,$1.20 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Traders Hotel,,All,,,,
129,Hotels,weekdays_1,TRUE,$4 ,$2 ,60,sub 30 mins,30,8:01 AM,6:00 PM,lta,York Hotel,,All,,,,
1694,South & CBD,sunday_1,TRUE,$1.10 ,,60,,,12:00 AM,11:59 PM,lta,Suntec City,1,All,,,,
131,Orchard Area,weekdays_1,TRUE,$1.00 ,,30,,,12:00 AM,11:59 PM,lta,Angullia Park Off-Street,,All,,,,
295,South & CBD,weekdays_1,TRUE,$2.20 ,$1.10 ,120,per 30 mins,30,7:00 AM,5:00 PM,lta,Marina Square,2,All,,,,
628,South & CBD,weekdays_2,TRUE,$2.20 ,,9999,,,5:00 PM,2:00 AM,lta,Marina Square,2,All,,,,
134,Orchard Area,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,ComCentre (Exeter Rd),,All,,,,
629,South & CBD,weekdays_2,TRUE,$1.10 ,,60,,,2:00 AM,7:00 AM,lta,Marina Square,2,All,,,,
136,Orchard Area,weekdays_1,TRUE,$3 ,$1.93 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Delfi Orchard,,All,,,,
137,Orchard Area,weekdays_1,TRUE,$4 ,$2 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Elizabeth Hotel,,All,,,,
1046,South & CBD,saturday_1,TRUE,$2.40 ,$1.20 ,120,per 60 mins,60,7:00 AM,11:59 PM,lta,Marina Square,2,All,,,,
139,Orchard Area,weekdays_1,TRUE,$2.57 ,$1.28 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Far East Shopping Centre,,All,,,,
140,Orchard Area,weekdays_1,TRUE,$2.40 ,$1.20 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Forum The Shopping Mall,,All,,,,
141,Orchard Area,weekdays_1,TRUE,$6 ,$3 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Four Seasons Hotel,,All,,,,
142,Orchard Area,weekdays_1,TRUE,$4 ,$2 ,60,sub 30 mins,30,8:00 AM,6:00 PM,lta,Goodwood Park Hotel,,All,,,,
143,Orchard Area,weekdays_1,TRUE,$3.21 ,$1.07 ,60,sub 30 mins,30,4:00 AM,4:59 PM,lta,Grand Hyatt Singapore,,All,,,,
144,Orchard Area,weekdays_1,TRUE,$3.50 ,$1.50 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Grand Park Orchard,,All,,,,
145,Orchard Area,weekdays_1,TRUE,$1.00 ,,,,,12:00 AM,11:59 PM,lta,Grange Road Off-Street,,All,,,,
146,Orchard Area,weekdays_1,TRUE,$7 ,,60,,,12:00 AM,11:59 PM,lta,Hilton Hotel,,All,,,,
147,Orchard Area,weekdays_1,TRUE,$3 ,,30,,,12:00 AM,11:59 PM,lta,Holiday Inn Express Singapore,,All,,,,
148,Orchard Area,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Holiday Inn Singapore Orchard City Centre,,All,,,,
149,Orchard Area,weekdays_1,FALSE,,,,,,12:00 AM,11:59 PM,lta,International Building,,All,,,,
1047,South & CBD,saturday_1,TRUE,$1.10 ,,60,,,2:00 AM,7:00 AM,lta,Marina Square,2,All,,,,
151,Orchard Area,weekdays_1,TRUE,$2.50 ,$1.30 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Liat Towers,,All,,,,
152,Orchard Area,weekdays_1,TRUE,$1.93 ,$1.28 ,60,sub 30 mins,30,7:00 AM,4:59 PM,lta,Lucky Plaza,,All,,,,
153,Orchard Area,weekdays_1,TRUE,$3.50 ,$0.05 ,60,per 1 min,1,6:00 AM,6:00 PM,lta,Mandarin Gallery,,All,,,,
154,Orchard Area,weekdays_1,TRUE,$3.50 ,$1.30 ,60,sub 30 mins,30,6:00 AM,6:00 PM,lta,Meritus Mandarin Singapore,,All,,,,
1646,South & CBD,sunday_1,TRUE,$2.40 ,$1.20 ,120,per 60 mins,60,7:00 AM,11:59 PM,lta,Marina Square,2,All,,,,
1647,South & CBD,sunday_1,TRUE,$1.10 ,,60,,,2:00 AM,7:00 AM,lta,Marina Square,2,All,,,,
317,South & CBD,weekdays_1,TRUE,$2.20 ,$0.55 ,60,sub 15 mins,15,8:00 AM,5:59 PM,lta,Raffles City,3,All,,,,
158,Orchard Area,weekdays_1,TRUE,$2.20 ,$1.20 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Orchard Building,,All,,,,
652,South & CBD,weekdays_2,TRUE,$3 ,,9999,,,6:00 PM,7:59 AM,lta,Raffles City,3,All,,,,
160,Orchard Area,weekdays_1,TRUE,$5 ,$1.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Orchard Hotel Shopping Arcade,,All,,,,
161,Orchard Area,weekdays_1,TRUE,$4 ,$1.50 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Orchard Parade Hotel,,All,,,,
162,Orchard Area,weekdays_1,TRUE,$1.39 ,,30,,,7:00 AM,5:00 PM,lta,Orchard Plaza,,All,,,,
163,Orchard Area,weekdays_1,TRUE,$5 ,,60,,,7:00 AM,5:59 PM,lta,Orchard Towers,,All,,,,
1073,South & CBD,saturday_1,TRUE,$2.20 ,$0.40 ,120,sub 15 mins,15,12:00 AM,11:59 PM,lta,Raffles City,3,All,,,,
165,Orchard Area,weekdays_1,TRUE,$1.50 ,,30,,,8:00 AM,6:00 PM,lta,Pacific Plaza,,All,,,,
166,Orchard Area,weekdays_1,TRUE,$2.80 ,$1.60 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Palais Renaissance,,All,,,,
167,Orchard Area,weekdays_1,TRUE,$5 ,$1.50 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Pan Pacific Orchard,,All,,,,
1672,South & CBD,sunday_1,TRUE,$2.20 ,$0.40 ,120,sub 15 mins,15,12:00 AM,11:59 PM,lta,Raffles City,3,All,,,,
342,South & CBD,weekdays_1,TRUE,$2 ,$1.50 ,60,per 30 mins,30,6:00 AM,6:00 PM,lta,The Esplanade,4,All,,,,
170,Orchard Area,weekdays_1,TRUE,$1.00 ,,30,,,12:00 AM,11:59 PM,lta,Penang Road Off-Street,,All,,,,
675,South & CBD,weekdays_2,TRUE,$6 ,,9999,,,6:00 PM,10:00 PM,lta,The Esplanade,4,All,,,,
173,Orchard Area,weekdays_1,TRUE,$5 ,$2.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Regent Hotel,,All,,,,
174,Orchard Area,weekdays_1,TRUE,$4 ,$1.50 ,60,sub 30 mins,30,8:00 AM,6:00 PM,lta,Royal Plaza On Scotts,,All,,,,
175,Orchard Area,weekdays_1,TRUE,$1.95 ,,60,,,7:00 AM,4:59 PM,lta,Scape,,All,,,,
176,Orchard Area,weekdays_1,TRUE,$6 ,$2 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Shangri-la Hotel,,All,,,,
177,Orchard Area,weekdays_1,TRUE,$2 ,$1.50 ,60,sub 30 mins,30,3:01 AM,6:00 PM,lta,Shaw Centre,,All,,,,
178,Orchard Area,weekdays_1,TRUE,$2 ,$1.50 ,60,sub 30 mins,30,3:01 AM,6:00 PM,lta,Shaw House,,All,,,,
179,Orchard Area,weekdays_1,TRUE,$4 ,$2 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Sheraton Towers Singapore,,All,,,,
180,Orchard Area,weekdays_1,TRUE,$0.05 ,$3 ,1,per 60 mins,60,6:00 AM,6:00 PM,lta,Singapore Marriott Hotel,,All,,,,
181,Orchard Area,weekdays_1,TRUE,$2.50 ,$1.25 ,60,sub 30 mins,30,8:00 AM,8:00 PM,lta,Singapore Shopping Centre,,All,,,,
182,Orchard Area,weekdays_1,TRUE,$2 ,$1.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Starhub Centre,,All,,,,
183,Orchard Area,weekdays_1,TRUE,$2.40 ,$1.20 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Tanglin Mall,,All,,,,
184,Orchard Area,weekdays_1,TRUE,$3 ,$1.75 ,60,sub 30 mins,30,8:00 AM,5:59 PM,lta,Tanglin Shopping Centre,,All,,,,
676,South & CBD,weekdays_2,TRUE,$2 ,,9999,,,10:00 PM,6:00 AM,lta,The Esplanade,4,All,,,,
186,Orchard Area,weekdays_1,TRUE,$1.40 ,,30,,,8:00 AM,9:59 AM,lta,The Cathay,,All,,,,
187,Orchard Area,weekdays_1,TRUE,$1.40 ,,60,,,10:00 AM,9:59 PM,lta,The Cathay,,All,,,,
1101,South & CBD,saturday_1,TRUE,$2 ,$1.50 ,60,per 30 mins,30,6:00 AM,6:00 PM,lta,The Esplanade,4,All,,,,
1701,South & CBD,sunday_1,TRUE,$2 ,$1.50 ,60,per 30 mins,30,6:00 AM,6:00 PM,lta,The Esplanade,4,All,,,,
