ID,category,rate_day,open_ind,rate_first,rate_subsequent,duration_minutes_first,rate_type_sub,duration_minutes_sub,time_start_standardized,time_end_standardized,source_sys,carpark,carpark_code,vehicle_category,rate_type_first,short_term_parking,free_parking,night_parking
23295,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 549A WOODLANDS DRIVE 44,W549,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23299,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 859A WOODLANDS STREET 83,W55,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23300,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 859A WOODLANDS STREET 83,W55,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23301,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 859A WOODLANDS STREET 83,W55,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23305,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 554A WOODLANDS DRIVE 53,W554,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23306,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 554A WOODLANDS DRIVE 53,W554,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23307,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 554A WOODLANDS DRIVE 53,W554,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23311,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 891C WOODLANDS DRIVE 50,W56,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23312,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 891C WOODLANDS DRIVE 50,W56,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23313,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 891C WOODLANDS DRIVE 50,W56,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23317,,All Days,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 567 CHAMPIONS WAY,W567,Car,30 mins,WHOLE DAY,NO,YES
23319,,All Days,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 892C WOODLANDS DRIVE 50,W57,Car,30 mins,WHOLE DAY,NO,YES
23321,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 570 WOODLANDS AVENUE 1,W570,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23322,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 570 WOODLANDS AVENUE 1,W570,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23323,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 570 WOODLANDS AVENUE 1,W570,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23327,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 574 WOODLANDS DRIVE 16,W574,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23328,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 574 WOODLANDS DRIVE 16,W574,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23329,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 574 WOODLANDS DRIVE 16,W574,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23333,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 578A WOODLANDS DRIVE 16,W578,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23334,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 578A WOODLANDS DRIVE 16,W578,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23335,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 578A WOODLANDS DRIVE 16,W578,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23339,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 579A WOODLANDS DRIVE 16,W579,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23340,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 579A WOODLANDS DRIVE 16,W579,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23341,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 579A WOODLANDS DRIVE 16,W579,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23345,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 895D WOODLANDS DRIVE 50,W58,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23346,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 895D WOODLANDS DRIVE 50,W58,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23347,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 895D WOODLANDS DRIVE 50,W58,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23351,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 586A WOODLANDS DRIVE 16,W586,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23352,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 586A WOODLANDS DRIVE 16,W586,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23353,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 586A WOODLANDS DRIVE 16,W586,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23357,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 588A WOODLANDS DRIVE 16,W588,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23358,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 588A WOODLANDS DRIVE 16,W588,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23359,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 588A WOODLANDS DRIVE 16,W588,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23363,,All Days,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 897D WOODLANDS DRIVE 50,W59,Car,30 mins,WHOLE DAY,NO,YES
23365,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 15/16 MARSILING LANE,W6,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23366,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 15/16 MARSILING LANE,W6,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23367,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 15/16 MARSILING LANE,W6,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23371,,All Days,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,WOODLANDS AVENUE 5,W60,Car,30 mins,WHOLE DAY,NO,YES
23373,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 358A WOODLANDS AVENUE 5,W61,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23374,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 358A WOODLANDS AVENUE 5,W61,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23375,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 358A WOODLANDS AVENUE 5,W61,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23379,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 354A WOODLANDS AVENUE 1,W62,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23380,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 354A WOODLANDS AVENUE 1,W62,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23381,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 354A WOODLANDS AVENUE 1,W62,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23385,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 371A WOODLANDS AVENUE 1,W63,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23386,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 371A WOODLANDS AVENUE 1,W63,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23387,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 371A WOODLANDS AVENUE 1,W63,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23391,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 605A WOODLANDS DRIVE 42,W64,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23392,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 605A WOODLANDS DRIVE 42,W64,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23393,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 605A WOODLANDS DRIVE 42,W64,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23397,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 701A WOODLANDS DRIVE 40,W65,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23398,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 701A WOODLANDS DRIVE 40,W65,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23399,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 701A WOODLANDS DRIVE 40,W65,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23403,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 709A WOODLANDS DRIVE 70,W66,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23404,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 709A WOODLANDS DRIVE 70,W66,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23405,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 709A WOODLANDS DRIVE 70,W66,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23409,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 714A WOODLANDS DRIVE 70,W67,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23410,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 714A WOODLANDS DRIVE 70,W67,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23411,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 714A WOODLANDS DRIVE 70,W67,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23415,,All Days,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 676 WOODLANDS DRIVE 71,W676,Car,30 mins,WHOLE DAY,NO,YES
23417,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 718A WOODLANDS AVENUE 6,W68,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23418,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 718A WOODLANDS AVENUE 6,W68,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23419,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 718A WOODLANDS AVENUE 6,W68,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23423,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 721A WOODLANDS AVENUE 6,W69,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23424,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 721A WOODLANDS AVENUE 6,W69,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23425,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 721A WOODLANDS AVENUE 6,W69,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23429,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 691 WOODLANDS DRIVE 73,W691,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23430,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 691 WOODLANDS DRIVE 73,W691,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23431,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 691 WOODLANDS DRIVE 73,W691,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23435,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 693 WOODLANDS AVENUE 6,W693,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23436,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 693 WOODLANDS AVENUE 6,W693,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23437,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 693 WOODLANDS AVENUE 6,W693,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23441,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 694 WOODLANDS DRIVE 62,W694,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23442,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 694 WOODLANDS DRIVE 62,W694,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23443,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 694 WOODLANDS DRIVE 62,W694,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23447,,All Days,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 17/21 MARSILING LANE,W7,Car,30 mins,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES
23449,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 739A WOODLANDS CIRCLE,W70,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23450,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 739A WOODLANDS CIRCLE,W70,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23451,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 739A WOODLANDS CIRCLE,W70,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23455,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 728A WOODLANDS CIRCLE,W71,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23456,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 728A WOODLANDS CIRCLE,W71,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23457,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 728A WOODLANDS CIRCLE,W71,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23461,,All Days,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 717C WOODLANDS DRIVE 70,W717,Car,30 mins,WHOLE DAY,NO,YES
23463,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 792A WOODLANDS AVENUE 6,W72,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23464,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 792A WOODLANDS AVENUE 6,W72,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23465,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 792A WOODLANDS AVENUE 6,W72,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23469,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 796A WOODLANDS DRIVE 72,W73,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23470,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 796A WOODLANDS DRIVE 72,W73,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23471,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 796A WOODLANDS DRIVE 72,W73,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23475,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 737A WOODLANDS CIRCLE,W74,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23476,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 737A WOODLANDS CIRCLE,W74,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23477,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 737A WOODLANDS CIRCLE,W74,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23481,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 747A WOODLANDS CIRCLE,W75,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23482,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 747A WOODLANDS CIRCLE,W75,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23483,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 747A WOODLANDS CIRCLE,W75,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23487,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 748A WOODLANDS CIRCLE,W76,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23488,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 748A WOODLANDS CIRCLE,W76,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23489,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 748A WOODLANDS CIRCLE,W76,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23493,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 757A WOODLANDS AVENUE 4,W77,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23494,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 757A WOODLANDS AVENUE 4,W77,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23495,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 757A WOODLANDS AVENUE 4,W77,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23499,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 759A WOODLANDS AVENUE 6,W78,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23500,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 759A WOODLANDS AVENUE 6,W78,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23501,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 759A WOODLANDS AVENUE 6,W78,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23505,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 780 WOODLANDS CRESCENT,W780,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23506,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 780 WOODLANDS CRESCENT,W780,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23507,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 780 WOODLANDS CRESCENT,W780,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23511,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 781 WOODLANDS AVENUE 9,W781,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23512,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 781 WOODLANDS AVENUE 9,W781,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23513,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 781 WOODLANDS AVENUE 9,W781,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23517,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 782 WOODLANDS CRESCENT,W782,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23518,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 782 WOODLANDS CRESCENT,W782,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23519,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 782 WOODLANDS CRESCENT,W782,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23523,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 783 WOODLANDS RISE,W783,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23524,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 783 WOODLANDS RISE,W783,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23525,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 783 WOODLANDS RISE,W783,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23529,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 785 WOODLANDS RISE,W785,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23530,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 785 WOODLANDS RISE,W785,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23531,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 785 WOODLANDS RISE,W785,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23535,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 773A WOODLANDS DRIVE 60,W79,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23536,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 773A WOODLANDS DRIVE 60,W79,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23537,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 773A WOODLANDS DRIVE 60,W79,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23541,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 799 WOODLANDS DRIVE 60,W799,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23542,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 799 WOODLANDS DRIVE 60,W799,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23543,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 799 WOODLANDS DRIVE 60,W799,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23547,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 2A MARSILING DRIVE,W8M,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23548,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 2A MARSILING DRIVE,W8M,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23549,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 2A MARSILING DRIVE,W8M,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23553,,Weekday,TRUE,$0.60 ,,30,,,12:00 AM,11:59 PM,hdb,BLK 775A WOODLANDS CRESCENT,W80,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23554,,Sunday,TRUE,$0.00 ,,30,,,7:00 AM,10:30 PM,hdb,BLK 775A WOODLANDS CRESCENT,W80,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
23555,,Sunday,TRUE,$0.60 ,,30,,,10:30 PM,11:59 PM,hdb,BLK 775A WOODLANDS CRESCENT,W80,Car,30 mins,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES
